Date;Open;High;Low;Close;y;ds;predict;predict_pct;entrada;saida;profit;sucesso;subida
2021-02-10;27,726044717407536;28,014237493821053;27,209286432742463;27,51735496520996;27,51735496520996;2021-02-10;27,8061470032997;0,010494905431676083;;;0,0;True;
2021-02-11;27,815483724194046;27,954610225659096;27,32853907360995;27,51735496520996;27,51735496520996;2021-02-11;27,487466920052736;-0,0010861525460936772;27,815483724194046;27,51735496520996;-0,010718086442076502;False;False
2021-02-12;27,358350480206603;27,92479621343088;27,22915997183066;27,586915969848633;27,586915969848633;2021-02-12;27,59630256355679;0,00034025527603076533;27,358350480206603;27,586915969848633;0,008354505503078258;True;True
2021-02-18;27,745920773031752;28,322304436625522;27,636606009010993;27,73598289489746;27,73598289489746;2021-02-18;27,511945775103886;-0,008077489831261442;27,71373684327031;27,73598289489746;0,0008027084818247321;True;True
2021-02-19;27,716105255443292;28,0241737703051;27,169535263389385;27,447790145874023;27,447790145874023;2021-02-19;27,821874607697833;0,013628946441068601;;;0,0;True;
2021-02-22;26,384460871266615;26,444088137982664;25,370821978026715;25,4503231048584;25,4503231048584;2021-02-22;27,394740620227513;0,07640050412554222;26,384460871266615;25,4503231048584;-0,03540484571452884;False;False
2021-02-23;25,74845371376472;27,258977127972233;25,68882833820447;27,08009910583496;27,08009910583496;2021-02-23;25,568738353235464;-0,055810754114775096;25,74845371376472;27,08009910583496;0,05171748979078927;True;True
2021-02-24;27,258976054230274;27,348415061775874;26,444089003664992;26,682592391967773;26,682592391967773;2021-02-24;26,993323082853674;0,011645446076650412;;;0,0;True;
2021-02-25;26,732278155991665;26,891280404563833;25,81801427897355;25,847827911376953;25,847827911376953;2021-02-25;26,83505346589901;0,03819375298794547;26,732278155991665;25,847827911376953;-0,03308547963827302;False;False
2021-02-26;26,184617827342404;26,37450489922112;25,495022416699605;25,534997940063477;25,534997940063477;2021-02-26;25,913280967232904;0,014814296365221802;26,184617827342404;25,534997940063477;-0,024809217822556295;False;False
2021-03-01;25,899999618530273;25,969999313354492;24,770000457763672;24,770000457763672;24,770000457763672;2021-03-01;25,410494694116977;0,025857659447582115;25,899999618530273;24,770000457763672;-0,04362931186910668;False;False
2021-03-02;24,329999923706055;26,31999969482422;23,920000076293945;25,770000457763672;25,770000457763672;2021-03-02;24,998592323224145;-0,029934346947484314;24,329999923706055;25,770000457763672;0,05918621202520202;True;True
2021-03-03;25,770000457763672;26,290000915527344;24,81999969482422;25,829999923706055;25,829999923706055;2021-03-03;25,67284127288013;-0,0060843457719753635;;;0,0;True;
2021-03-04;26,020000457763672;27,100000381469727;25,93000030517578;26,639999389648438;26,639999389648438;2021-03-04;25,94079661173629;-0,02624635112356044;;;0,0;True;
